area,direction,elevator,fitment,name,property,total_price,type,unit_price
41.82平米,南 西,有,精装,德福花园 ,非共有,140,1室1厅,单价33477元/平米
51.68平米,东南,有,精装,星海名城五期 ,非共有,570,2室1厅,单价110295元/平米
70.94平米,西北,有,精装,东方明珠城 ,非共有,280,2室1厅,单价39470元/平米
49.46平米,东南,有,精装,国展苑 ,非共有,190,1室1厅,单价38415元/平米
88.56平米,东南,有,简装,上百间 ,非共有,288,3室2厅,单价32521元/平米
33.07平米,西,有,简装,苹果园 ,非共有,185,1室0厅,单价55942元/平米
61.47平米,东南,无,简装,荣超花园 ,非共有,217,2室1厅,单价35302元/平米
28.37平米,北,有,精装,TCL雅馨居 ,非共有,143,1室0厅,单价50406元/平米
57.41平米,北,有,精装,城市天地广场 ,非共有,249,1室1厅,单价43373元/平米
62.95平米,东北,有,精装,信和爱琴居 ,非共有,238,2室1厅,单价37808元/平米
76.38平米,南 北,无,精装,万科第五园二期 ,非共有,438,2室2厅,单价57345元/平米
88.42平米,南,有,毛坯,承翰陶柏莉 ,非共有,335,3室2厅,单价37888元/平米
66.69平米,南,有,简装,志健时代广场 ,非共有,250,2室2厅,单价37487元/平米
50.2平米,南,有,简装,新阁小区 ,非共有,308,2室1厅,单价61355元/平米
50.43平米,东南,有,精装,怡康家园 ,非共有,254,2室2厅,单价50367元/平米
46.98平米,东南,有,精装,潜龙曼海宁花园北区 ,非共有,398,1室1厅,单价84717元/平米
41.28平米,东,有,简装,韵动家园 ,非共有,355,1室1厅,单价85999元/平米
62.4平米,西北,有,精装,东方明珠城 ,非共有,258,2室2厅,单价41347元/平米
56.1平米,北,有,简装,金银园 ,非共有,308,2室1厅,单价54902元/平米
30.93平米,东北,有,精装,置地逸轩 ,非共有,185,1室0厅,单价59813元/平米
67.08平米,东南,无,简装,盈翠家园 ,非共有,268,2室2厅,单价39953元/平米
40.41平米,东北,有,精装,碧海富通城三期 ,非共有,328,1室1厅,单价81169元/平米
58.89平米,西南,有,简装,丹枫雅苑 ,非共有,360,2室1厅,单价61131元/平米
68.77平米,西北,有,精装,桂芳园三期 ,非共有,298,2室1厅,单价43333元/平米
39.12平米,东,有,简装,御河堤 ,非共有,280,1室1厅,单价71575元/平米
60.45平米,东南,无,精装,汇龙苑 ,非共有,458,2室1厅,单价75766元/平米
66.17平米,西南,有,简装,金港华庭 ,非共有,505,2室1厅,单价76319元/平米
52.73平米,西北,有,精装,书香门第上河坊 ,非共有,465,2室1厅,单价88186元/平米
73.83平米,东南,有,精装,都市名园 ,非共有,373,2室1厅,单价50522元/平米
46.5平米,南,有,精装,鹏公馆 ,非共有,500,1室1厅,单价107527元/平米
35.06平米,北,有,简装,京基东方都会 ,非共有,185,1室1厅,单价52767元/平米
74平米,西南,无,简装,大信花园 ,非共有,370,2室2厅,单价50000元/平米
36.46平米,北 东,有,精装,金迪名苑 ,非共有,375,1室1厅,单价102853元/平米
83.66平米,西,有,简装,布吉中心广场 ,非共有,252,2室2厅,单价30122元/平米
33.46平米,西北,有,简装,倚山时代雅居 ,非共有,202,2室1厅,单价60371元/平米
33.19平米,南,有,简装,笋岗大厦 ,非共有,140,1室0厅,单价42182元/平米
75.38平米,南,有,简装,碧水龙庭 ,非共有,510,2室2厅,单价67658元/平米
38.92平米,西南,有,精装,置地逸轩 ,非共有,230,1室1厅,单价59096元/平米
60.4平米,南,有,简装,龙珠花园B区 ,非共有,262,2室1厅,单价43378元/平米
32.73平米,南,有,精装,华府馨居 ,非共有,345,1室1厅,单价105408元/平米
65.9平米,东北,有,精装,中兆花园 ,共有,260,2室1厅,单价39454元/平米
40平米,东北,有,简装,中粮幸福花园 ,非共有,365,2室1厅,单价91250元/平米
39.41平米,北,有,简装,潜龙鑫茂花园C区 ,非共有,270,1室1厅,单价68511元/平米
82.86平米,北,有,精装,帝涛豪园 ,非共有,680,2室1厅,单价82067元/平米
37.76平米,北,有,精装,联城美园 ,非共有,233.7,1室1厅,单价61891元/平米
39.37平米,东南,有,简装,碧海富通城三期 ,非共有,350,1室0厅,单价88901元/平米
64.9平米,东北,有,简装,大世纪水山缘 ,非共有,280,2室2厅,单价43144元/平米
52平米,东南,有,精装,百合星城一期 ,非共有,237,2室1厅,单价45577元/平米
66.72平米,东南,无,精装,中城康桥花园一期 ,非共有,286,2室1厅,单价42866元/平米
61.02平米,南,有,简装,阳光新干线家园 ,非共有,323.9,2室1厅,单价53081元/平米
56.19平米,东南,有,精装,潜龙鑫茂花园A区 ,非共有,438,2室1厅,单价77950元/平米
57.82平米,东北,有,精装,碧海富通城三期 ,非共有,480,2室1厅,单价83017元/平米
45.44平米,南,有,精装,金地上塘道一期 ,非共有,360,1室1厅,单价79226元/平米
73.26平米,西北,有,精装,康达尔花园二期 ,共有,305,2室2厅,单价41633元/平米
33.18平米,东 西,有,精装,旭飞华安园 ,非共有,240,1室1厅,单价72333元/平米
40.55平米,南,有,精装,东方瑞景苑 ,非共有,135,1室0厅,单价33293元/平米
51.21平米,东北,有,精装,华业玫瑰四季馨园二期 ,非共有,470,2室1厅,单价91779元/平米
61.61平米,北,有,简装,翡翠星光园 ,非共有,300,2室1厅,单价48694元/平米
51.02平米,西南,有,精装,宝田雅苑 ,非共有,400,2室1厅,单价78401元/平米
62.73平米,北,有,精装,东方明珠城 ,非共有,262,2室2厅,单价41767元/平米
37.35平米,北,有,精装,联城美园 ,非共有,225,1室1厅,单价60241元/平米
82平米,南,有,精装,万科第五园三期 ,非共有,508,2室1厅,单价61952元/平米
45.07平米,西南,有,简装,信和爱琴居 ,非共有,184.2,1室1厅,单价40870元/平米
42.25平米,东南,有,精装,西城品阁 ,非共有,339,2室1厅,单价80237元/平米
72.27平米,南,有,简装,阳光花园 ,非共有,310,2室1厅,单价42895元/平米
75.18平米,西南,有,精装,森泉雅轩 ,非共有,265,2室1厅,单价35249元/平米
40.71平米,东南,有,简装,水畔紫云阁 ,非共有,245,1室0厅,单价60182元/平米
33.27平米,西 西南,有,精装,旭飞华达园 ,非共有,178,1室1厅,单价53502元/平米
46.35平米,北,有,简装,阳光花园 ,非共有,223,2室1厅,单价48113元/平米
58.06平米,东南,有,精装,财富港大厦 ,非共有,435,2室1厅,单价74923元/平米
55.4平米,南,有,简装,翡翠星光园 ,非共有,279,2室1厅,单价50362元/平米
40.06平米,东北,有,简装,兴达华府 ,非共有,319,2室1厅,单价79631元/平米
69.73平米,东南,有,精装,皇御苑二期 ,非共有,598,2室2厅,单价85760元/平米
75.67平米,东南,有,精装,碧海富通城二期 ,非共有,615,2室1厅,单价81274元/平米
72.13平米,南,有,精装,雕塑家园 ,非共有,365,2室1厅,单价50604元/平米
57.93平米,北,有,精装,庐山花园 ,非共有,226,2室1厅,单价39013元/平米
22.59平米,北,有,精装,旭飞华达园 ,非共有,121,1室0厅,单价53564元/平米
67.31平米,西南,有,精装,金色都汇 ,非共有,375,2室1厅,单价55713元/平米
62.64平米,南,有,精装,佳兆业大都汇 ,非共有,255,2室1厅,单价40709元/平米
67.73平米,北,有,简装,德沁苑 ,非共有,265,2室1厅,单价39126元/平米
65.42平米,北,有,简装,山水居 ,非共有,535,2室1厅,单价81780元/平米
46.4平米,西北,有,精装,森雅谷润筑园 ,非共有,190,2室1厅,单价40949元/平米
57.7平米,东南,有,精装,青年城邦园 ,非共有,362,2室1厅,单价62739元/平米
35.32平米,东南,无,精装,风尚时代 ,非共有,153,1室1厅,单价43319元/平米
39平米,西,有,精装,置地逸轩 ,非共有,230,1室1厅,单价58975元/平米
77.54平米,南,有,精装,信义湛宝广场 ,非共有,340,2室1厅,单价43849元/平米
46.46平米,南 北,有,简装,罗湖大厦 ,非共有,210,2室1厅,单价45201元/平米
15.42平米,北,有,简装,旭飞华天苑 ,非共有,79,1室0厅,单价51233元/平米
35.11平米,东南,有,精装,宏发上域 ,非共有,218,1室1厅,单价62091元/平米
44.52平米,北,有,精装,置地逸轩 ,非共有,268,1室1厅,单价60198元/平米
50.11平米,西南 西,有,精装,国展苑 ,非共有,203,2室2厅,单价40511元/平米
52.41平米,北,有,简装,城南雅筑 ,共有,213,2室2厅,单价40642元/平米
49.53平米,西南,有,简装,森雅谷润筑园 ,非共有,195,1室1厅,单价39371元/平米
89.85平米,北,有,精装,瑞泽佳园 ,非共有,390,3室2厅,单价43406元/平米
82.96平米,南 北,有,精装,祥福雅居 ,非共有,530,3室2厅,单价63887元/平米
36.21平米,西南,有,精装,花样年花郡 ,非共有,440,1室1厅,单价121514元/平米
88.19平米,西南,有,精装,莱蒙水榭春天5期 ,非共有,1120,3室2厅,单价126999元/平米
55.71平米,西北,有,简装,凯悦华庭 ,非共有,285,2室2厅,单价51158元/平米
58.14平米,南,有,简装,润恒大厦 ,非共有,420,2室1厅,单价72240元/平米
37.5平米,西南,有,精装,西城品阁 ,非共有,295,1室0厅,单价78667元/平米
74.99平米,南,有,精装,合正瑞园 ,非共有,675,2室1厅,单价90013元/平米
103.3平米,南,有,简装,绅宝花园 ,非共有,715,3室1厅,单价69216元/平米
35.31平米,南,无,简装,八卦岭宿舍 ,非共有,409,1室0厅,单价115832元/平米
75.65平米,西,有,精装,星河盛世 ,非共有,670,2室2厅,单价88566元/平米
69.29平米,西北,有,简装,名骏豪庭 ,非共有,380,3室1厅,单价54842元/平米
48.2平米,西 西北,有,精装,鸿隆广场 ,非共有,495,3室2厅,单价102698元/平米
56.15平米,东南,有,简装,韵动家园 ,非共有,345,1室1厅,单价61443元/平米
97.08平米,南,有,精装,新亚洲花园 ,非共有,368,3室2厅,单价37907元/平米
67.74平米,东,有,简装,康达尔花园三期 ,非共有,295,2室1厅,单价43549元/平米
76.43平米,东南,有,精装,玉雅居 ,非共有,416,3室1厅,单价54429元/平米
38.83平米,北,有,简装,花好园 ,非共有,388,1室1厅,单价99923元/平米
67.16平米,南,无,精装,前海花园 ,非共有,648,2室2厅,单价96487元/平米
43.36平米,西北,有,简装,白金时代 ,非共有,410,2室1厅,单价94558元/平米
38平米,北,有,精装,阳光华艺大厦 ,非共有,500,1室1厅,单价131579元/平米
88.97平米,东南,有,精装,怡龙枫景园 ,非共有,355,3室1厅,单价39902元/平米
46.3平米,东南 西北,有,精装,晶品居 ,非共有,600,1室1厅,单价129590元/平米
89.68平米,南 北,有,精装,鹏达摩尔城 ,非共有,340,3室2厅,单价37913元/平米
61.75平米,西北,有,其他,泰华俊庭 ,非共有,510,2室1厅,单价82592元/平米
40.19平米,西北,有,其他,白金假日公寓 ,非共有,410,2室1厅,单价102016元/平米
46.4平米,西南,有,精装,森雅谷润筑园 ,非共有,200,1室1厅,单价43104元/平米
85.83平米,西北,有,精装,深业东岭 ,共有,618,3室2厅,单价72003元/平米
58.22平米,南,有,精装,置地逸轩 ,非共有,365,2室1厅,单价62694元/平米
36.99平米,东,有,精装,帝景峰 ,非共有,145,2室1厅,单价39200元/平米
51.66平米,东南,有,简装,THETOWN乐城 ,非共有,250,2室1厅,单价48394元/平米
86.35平米,南,有,精装,城中雅苑 ,非共有,995,2室2厅,单价115229元/平米
28.33平米,南,有,简装,旭飞华天苑 ,非共有,130,1室1厅,单价45888元/平米
60.49平米,西北,有,精装,锦上花家园 ,非共有,317,2室1厅,单价52406元/平米
64.56平米,东北,有,精装,汇鑫花园 ,非共有,373,3室1厅,单价57776元/平米
83.49平米,北,有,精装,万科城二期 ,共有,530,3室2厅,单价63481元/平米
70.61平米,东北,有,精装,英郡年华 ,非共有,335,2室1厅,单价47444元/平米
159.23平米,东南,有,精装,中海康城国际一期 ,非共有,680,4室1厅,单价42706元/平米
42.03平米,东南,有,精装,玉湖湾 ,非共有,438,2室1厅,单价104212元/平米
33.21平米,西北,有,精装,御河堤 ,非共有,230,1室0厅,单价69257元/平米
37.17平米,东,有,精装,金城大厦 ,非共有,175,2室1厅,单价47081元/平米
44.42平米,东 东北,有,精装,金城大厦 ,非共有,207,2室1厅,单价46601元/平米
57.55平米,北,有,简装,蜜园 ,非共有,470,2室1厅,单价81669元/平米
42.76平米,东南,无,精装,青春庭园 ,非共有,308,1室1厅,单价72030元/平米
84.56平米,西南,有,精装,栖游家园 ,非共有,950,3室2厅,单价112347元/平米
90.34平米,南 北,有,精装,和成世纪名园 ,非共有,595,4室2厅,单价65863元/平米
79平米,南,有,精装,嘉亿爵悦 ,非共有,400,3室2厅,单价50633元/平米
91.4平米,南,有,精装,桃源居十二区 ,非共有,505,3室1厅,单价55252元/平米
99.2平米,南 北,无,精装,新安湖花园 ,共有,650,3室2厅,单价65525元/平米
98.36平米,东,无,精装,万科四季花城二期 ,非共有,556,3室2厅,单价56528元/平米
57.77平米,西,有,简装,福临苑 ,非共有,515,2室1厅,单价89147元/平米
36.3平米,东北,有,简装,京基御景华城 ,非共有,310,1室1厅,单价85400元/平米
25.6平米,北,有,简装,联城美园 ,非共有,144,1室0厅,单价56250元/平米
46.37平米,东,有,精装,金城大厦 ,非共有,235,2室1厅,单价50680元/平米
86.26平米,西南,有,精装,中海康城国际一期 ,非共有,410,3室1厅,单价47531元/平米
48.94平米,北,有,精装,国际市长交流中心 ,非共有,235,1室0厅,单价48000元/平米
74.95平米,北,有,精装,花语岸 ,共有,370,2室1厅,单价49367元/平米
85.72平米,南,有,简装,欧景花园一期 ,非共有,360,3室2厅,单价41998元/平米
70.49平米,东南,有,精装,米兰第2季 ,非共有,699,2室2厅,单价99164元/平米
56.72平米,东南,有,简装,丽港湾 ,非共有,636,2室1厅,单价112130元/平米
95.71平米,东南,无,简装,泰华豪园 ,非共有,570,3室1厅,单价59555元/平米
122.75平米,南,有,精装,香林玫瑰花园 ,共有,500,4室2厅,单价40734元/平米
89.09平米,西南,有,精装,麟恒中心广场二期 ,非共有,420,3室1厅,单价47144元/平米
95.15平米,东南,有,精装,佳兆业可园一期 ,非共有,518,3室2厅,单价54441元/平米
108.42平米,南 北,有,精装,万科四季花城六期 ,非共有,680,3室2厅,单价62720元/平米
85.03平米,南 北,无,简装,万科四季花城二期 ,非共有,508,3室2厅,单价59744元/平米
148.56平米,南,无,简装,东埔海景花园一期 ,非共有,950,5室2厅,单价63948元/平米
41.03平米,北,有,简装,皇庭世纪 ,非共有,430,1室1厅,单价104802元/平米
100.36平米,东南,有,精装,泰华阳光海小区 ,非共有,950,4室2厅,单价94660元/平米
67.45平米,南,无,精装,康桥紫郡 ,非共有,355,2室2厅,单价52632元/平米
52.6平米,东北,有,简装,金色年华家园 ,非共有,364.5,2室1厅,单价69297元/平米
80.17平米,东北,有,精装,京基御景华城 ,非共有,668,3室1厅,单价83323元/平米
87.61平米,东南,有,精装,万科天誉 ,非共有,465,3室2厅,单价53077元/平米
49平米,东南,有,简装,荣超花园 ,非共有,194.5,2室1厅,单价39694元/平米
83.14平米,南,有,精装,锦荟PARK ,非共有,410,3室1厅,单价49315元/平米
117平米,南,有,精装,桃源居一区 ,非共有,650,3室2厅,单价55556元/平米
61.44平米,西,有,精装,日豪名园 ,非共有,295,2室1厅,单价48015元/平米
88.27平米,南,无,简装,建业小区北区 ,非共有,920,3室2厅,单价104226元/平米
42.38平米,东南,有,精装,太古城南 ,非共有,830,1室1厅,单价195848元/平米
78.21平米,南,有,简装,阳光海景豪苑 ,非共有,700,2室1厅,单价89503元/平米
35.68平米,东南,有,精装,汇宾广场 ,非共有,385,1室1厅,单价107904元/平米
41.07平米,西北,有,简装,英达钰龙园 ,非共有,420,2室1厅,单价102265元/平米
36.67平米,南,无,精装,高发公寓 ,非共有,280,2室1厅,单价76357元/平米
67.62平米,北,有,精装,丽港湾 ,非共有,680,2室1厅,单价100562元/平米
89.35平米,东南,有,精装,金地上塘道一期 ,非共有,686,3室2厅,单价76777元/平米
44.15平米,西北,有,简装,中润百分百公寓 ,非共有,455,1室1厅,单价103058元/平米
89.11平米,东北,有,精装,京基御景印象四期 ,非共有,410,4室2厅,单价46011元/平米
45.36平米,西南,有,精装,宏发上域 ,非共有,300,1室1厅,单价66138元/平米
49.51平米,东北,有,简装,西城雅筑 ,非共有,610,2室2厅,单价123208元/平米
39.41平米,西北,有,精装,潜龙鑫茂花园C区 ,非共有,270,1室1厅,单价68511元/平米
49.77平米,南,有,简装,岭尚时代园 ,非共有,490,1室1厅,单价98453元/平米
64.6平米,西南,有,精装,京南华庭 ,非共有,305,2室1厅,单价47214元/平米
131.53平米,东南,有,毛坯,新天鹅堡 ,非共有,2000,2室2厅,单价152057元/平米
73.2平米,东南,有,简装,富通蟠龙居 ,非共有,545,2室2厅,单价74454元/平米
72.85平米,北,有,简装,百仕达花园二期 ,非共有,478,2室1厅,单价65615元/平米
75.77平米,东南,有,简装,美丽365花园 ,非共有,395,2室1厅,单价52132元/平米
74.39平米,东北,无,简装,万科四季花城五期 ,非共有,462,2室1厅,单价62106元/平米
28.71平米,南,有,简装,旭飞华安园 ,非共有,215,1室0厅,单价74887元/平米
69.22平米,北 西北,无,简装,雅豪祥苑 ,非共有,249,2室1厅,单价35973元/平米
61.32平米,东北,有,精装,书香门第上河坊 ,非共有,550,2室1厅,单价89694元/平米
61平米,北,有,精装,荣超花园 ,非共有,240,2室1厅,单价39345元/平米
34.84平米,东北,有,精装,白金酒店公寓 ,非共有,398,2室1厅,单价114237元/平米
74.85平米,东南 南,有,简装,皇御苑一期 ,非共有,555,2室2厅,单价74149元/平米
31平米,北,有,简装,时尚名居 ,非共有,398,1室0厅,单价128388元/平米
72.78平米,南,有,毛坯,承翰陶柏莉 ,共有,285,2室2厅,单价39160元/平米
95.5平米,东,有,简装,彩福大厦 ,非共有,550,3室2厅,单价57592元/平米
77.47平米,东南,有,精装,振业峦山谷 ,非共有,275,2室1厅,单价35498元/平米
86.31平米,南,有,毛坯,京基御景中央 ,非共有,540,3室2厅,单价62566元/平米
88.25平米,南,有,精装,星河智荟 ,非共有,380,3室2厅,单价43060元/平米
88.89平米,南,有,精装,万象天成 ,非共有,340,3室2厅,单价38250元/平米
88.43平米,西北,有,精装,京基御景印象一期 ,非共有,380,4室2厅,单价42972元/平米
86.25平米,东南,有,精装,香格名苑 ,非共有,860,3室1厅,单价99711元/平米
66.98平米,北,有,简装,新银座华庭 ,非共有,353,2室1厅,单价52703元/平米
79.08平米,东,有,毛坯,中粮一品澜山花园 ,非共有,200,2室1厅,单价25291元/平米
69.61平米,东南,无,精装,和通花园 ,非共有,282,2室2厅,单价40512元/平米
31.82平米,东,有,简装,友邻公寓 ,非共有,388,1室0厅,单价121936元/平米
70.91平米,北,无,简装,桃源村一期 ,共有,500,3室2厅,单价70512元/平米
38.64平米,西北,有,精装,水晶之城 ,非共有,166.5,2室1厅,单价43091元/平米
89.78平米,西北,有,毛坯,远洋新干线一期 ,非共有,355,3室2厅,单价39542元/平米
107.09平米,北,有,简装,海印长城 ,非共有,1300,3室2厅,单价121394元/平米
36.79平米,北,有,精装,昊海君悦 ,非共有,125,1室0厅,单价33977元/平米
125.95平米,东北,有,简装,后海花园 ,非共有,700,5室2厅,单价55578元/平米
158.44平米,南,有,精装,半岛城邦花园二期 ,共有,1700,4室1厅,单价107297元/平米
99平米,东南,有,精装,俊峰丽舍 ,非共有,890,3室2厅,单价89899元/平米
88.03平米,西北,有,精装,泰华明珠 ,非共有,600,4室2厅,单价68159元/平米
64.1平米,西,有,精装,向南瑞峰花园 ,非共有,680,3室1厅,单价106085元/平米
115.65平米,南,无,简装,益田村 ,共有,850,5室2厅,单价73498元/平米
171.74平米,东南,有,精装,香山里 ,共有,1535,4室1厅,单价89380元/平米
83.2平米,南,有,精装,厚德品园 ,非共有,1200,3室2厅,单价144231元/平米
81.56平米,东南,有,其他,八达商城 ,非共有,465,3室1厅,单价57014元/平米
126.42平米,南 北,有,精装,滨福庭园 ,非共有,2076,4室2厅,单价164215元/平米
73.71平米,东南,有,精装,兴隆大厦 ,非共有,318,3室1厅,单价43143元/平米
106.64平米,南 北,有,精装,南国丽城 ,共有,860,4室2厅,单价80646元/平米
117.04平米,南,有,精装,百仕达红树西岸 ,非共有,1850,2室2厅,单价158066元/平米
95.34平米,东南,有,毛坯,鸿荣源·壹城中心第九区 ,非共有,800,5室2厅,单价83911元/平米
89.9平米,东北,有,精装,水木丹华 ,非共有,918,3室2厅,单价102114元/平米
141.34平米,南,有,简装,塘朗城广场东区 ,非共有,1080,4室2厅,单价76412元/平米
110.74平米,西南,有,毛坯,万科蛇口公馆 ,非共有,1300,3室2厅,单价117393元/平米
88.73平米,东南 南,有,毛坯,合正观澜汇 ,非共有,600,3室2厅,单价67621元/平米
80.6平米,南,无,毛坯,兰园大厦 ,非共有,520,3室1厅,单价64517元/平米
87.05平米,西南,有,精装,华润城润府一期 ,非共有,1698,4室2厅,单价195061元/平米
100.47平米,东南,有,简装,西城丰和 ,共有,650,3室2厅,单价64696元/平米
76.08平米,西南,有,毛坯,阳基御龙山 ,共有,410,3室2厅,单价53891元/平米
89.87平米,东南,有,精装,信义御城豪园 ,非共有,495,4室1厅,单价55080元/平米
111.67平米,南,有,精装,越海家园 ,非共有,950,3室2厅,单价85073元/平米
83.33平米,东南,有,精装,金鼎大厦 ,非共有,450,3室2厅,单价54003元/平米
54.95平米,北,有,简装,翡翠星光园 ,非共有,287,2室1厅,单价52230元/平米
82.89平米,东南,有,其他,山语华庭 ,非共有,660,2室2厅,单价79624元/平米
155.77平米,东南,有,精装,世纪村四期 ,非共有,1390,3室1厅,单价89235元/平米
98平米,东南,有,其他,香丽大厦 ,非共有,665,3室1厅,单价67858元/平米
70.12平米,东南 南,有,精装,信义金御半山一期 ,非共有,588,3室1厅,单价83857元/平米
55.8平米,东南,有,简装,友邻公寓 ,共有,680,2室1厅,单价121864元/平米
134.09平米,南,有,精装,中信领航 ,非共有,1100,5室1厅,单价82035元/平米
31.84平米,北,有,精装,京基一百大厦 ,非共有,239,1室0厅,单价75063元/平米
36.88平米,南,有,简装,时尚新居 ,非共有,182,1室1厅,单价49350元/平米
62.87平米,东北,有,精装,和平广场 ,非共有,370,2室1厅,单价58852元/平米
39.27平米,西南,有,简装,新天地名居 ,非共有,239.5,1室1厅,单价60989元/平米
40.31平米,东南,有,精装,碧海富通城三期 ,非共有,348,1室1厅,单价86331元/平米
36.42平米,北,有,精装,仙湖枫景家园 ,非共有,225,1室1厅,单价61780元/平米
67.01平米,东南,有,精装,和谐家园 ,非共有,375,2室2厅,单价55962元/平米
40.02平米,西北,有,简装,TT国际公寓 ,非共有,390,1室1厅,单价97452元/平米
51.21平米,东,有,精装,骏庭名园 ,非共有,265,1室1厅,单价51748元/平米
60.57平米,南 北,无,简装,桂芳园一期 ,非共有,292,2室2厅,单价48209元/平米
54.16平米,西北,有,精装,新天地名居 ,非共有,390,2室1厅,单价72009元/平米
59.36平米,南,有,简装,晨晖家园 ,非共有,500,2室2厅,单价84232元/平米
47.95平米,东南,有,精装,城市主场 ,非共有,450,2室1厅,单价93848元/平米
70.3平米,东北,有,简装,东和大厦 ,非共有,280,2室1厅,单价39830元/平米
43.6平米,北,有,简装,世界金融中心 ,共有,243,2室1厅,单价55734元/平米
36.98平米,南,无,简装,新阁小区 ,非共有,172,1室0厅,单价46512元/平米
82.28平米,东南,有,简装,嘉洲华苑 ,非共有,580,2室1厅,单价70492元/平米
43.41平米,西南,有,精装,碧海君庭 ,非共有,430,1室1厅,单价99056元/平米
99.41平米,北,无,简装,南岭花园 ,非共有,330,4室2厅,单价33196元/平米
70.37平米,东南,有,精装,东方明珠城 ,非共有,283,2室1厅,单价40217元/平米
59.76平米,东,有,精装,六和城 ,非共有,125,1室1厅,单价20918元/平米
87.65平米,东南,有,精装,锦绣江南四期 ,非共有,525,3室2厅,单价59898元/平米
111.41平米,东南,有,精装,公园大地五期 ,非共有,658.5,3室2厅,单价59107元/平米
74.98平米,南,无,精装,德兴花园 ,非共有,320,3室3厅,单价42679元/平米
88.86平米,东南,有,精装,宇宏健康花城 ,非共有,600,3室2厅,单价67522元/平米
97.87平米,南,有,简装,信义假日名城博雅园 ,非共有,520,3室2厅,单价53132元/平米
102.21平米,东南,有,精装,金叶茗苑 ,非共有,650,3室2厅,单价63595元/平米
88.57平米,南,有,精装,前海东岸 ,非共有,1010,3室2厅,单价114035元/平米
66.82平米,东北,有,简装,中信湾上六座 ,非共有,640,2室1厅,单价95780元/平米
71.46平米,南,有,简装,海珑华苑 ,非共有,430,2室1厅,单价60174元/平米
83.13平米,东南 西北,有,精装,泰华俊庭 ,非共有,665,3室1厅,单价79996元/平米
52.53平米,东南,有,精装,兴达华府 ,非共有,395,3室1厅,单价75196元/平米
80.6平米,南,有,简装,康达尔花园五期蝴蝶堡 ,非共有,410,3室2厅,单价50869元/平米
103.79平米,南,有,精装,嘉洲豪园 ,非共有,736,3室2厅,单价70913元/平米
62.76平米,西北 北,有,精装,金鼎大厦 ,共有,353,2室1厅,单价56247元/平米
116.5平米,南 北,有,精装,汇龙湾 ,非共有,1480,4室2厅,单价127039元/平米
91.59平米,东南,有,精装,华裕花园 ,非共有,500,3室2厅,单价54592元/平米
172.83平米,西南,有,简装,金泓凯旋城二期 ,非共有,1880,4室2厅,单价108778元/平米
77.4平米,东北,有,其他,俊峰丽舍 ,非共有,660,2室1厅,单价85272元/平米
78.59平米,东南,无,简装,碧涛居 ,非共有,855,3室2厅,单价108793元/平米
37.53平米,东北,有,简装,银座金钻 ,非共有,185,1室1厅,单价49294元/平米
70.11平米,东南,有,简装,天俊大厦 ,非共有,280,2室1厅,单价39938元/平米
72平米,东南,有,简装,翠拥华庭 ,非共有,515,2室1厅,单价71528元/平米
89平米,南,有,精装,嘉亿爵悦 ,非共有,440,4室2厅,单价49439元/平米
187.44平米,南 北,有,毛坯,港铁天颂 ,非共有,1280,4室2厅,单价68289元/平米
129平米,西南,无,精装,万科四季花城七期 ,非共有,650,4室2厅,单价50388元/平米
89.21平米,东南 西北,有,毛坯,金地龙城中央二期 ,非共有,380,3室2厅,单价42597元/平米
74.01平米,东北,有,精装,桂芳园五期 ,共有,330,2室2厅,单价44589元/平米
89.27平米,东南,有,精装,振业天峦 ,非共有,355,3室1厅,单价39767元/平米
60.36平米,东南,有,精装,松坪村东区三期 ,共有,600,2室2厅,单价99404元/平米
190.41平米,南,有,精装,翠海花园二期 ,共有,2350,5室2厅,单价123418元/平米
89.61平米,东南,有,其他,中信领航 ,非共有,740,4室2厅,单价82581元/平米
69.99平米,东南,无,精装,雅豪祥苑 ,非共有,266,4室1厅,单价38006元/平米
64.26平米,南,无,精装,桃源村一期 ,非共有,510,2室1厅,单价79366元/平米
39.09平米,东南,有,简装,京基东方华都 ,共有,345,1室1厅,单价88258元/平米
88.81平米,西南 东北,有,简装,碧海富通城六期 ,非共有,835,4室2厅,单价94021元/平米
89平米,西北,有,精装,海悦华城 ,非共有,598,3室1厅,单价67192元/平米
100.48平米,西,有,精装,碧华庭居 ,非共有,790,3室2厅,单价78623元/平米
88.61平米,南,有,精装,鸿荣源尚峰 ,非共有,658,4室1厅,单价74258元/平米
73.92平米,东南,有,精装,信义金御半山三期 ,非共有,665,3室2厅,单价89963元/平米
85.73平米,西南,有,精装,星河时代 ,非共有,655,3室2厅,单价76403元/平米
88.1平米,南,有,精装,潜龙曼海宁花园南区 ,非共有,750,3室2厅,单价85131元/平米
141.74平米,南,有,精装,百仕达花园一期 ,非共有,920,3室2厅,单价64908元/平米
88.31平米,南 北,有,精装,鸿荣源尚峰 ,非共有,620,4室2厅,单价70208元/平米
38.85平米,东北,有,简装,阳光花地苑 ,非共有,450,1室1厅,单价115831元/平米
89.91平米,东南,有,精装,松河瑞园二期 ,共有,590,4室2厅,单价65622元/平米
58.83平米,西北 北,有,精装,松坪村东区三期 ,非共有,560,2室2厅,单价95190元/平米
72.16平米,北,有,精装,中海康城国际一期 ,非共有,370,3室1厅,单价51275元/平米
