name,type,area,direction,fitment,elevator,total_price,unit_price,property
大世纪水山缘 ,2室2厅,64.9,东北,简装,有,280,43144,非共有
潜龙鑫茂花园A区 ,2室1厅,56.19,东南,精装,有,438,77950,非共有
百合星城一期 ,2室1厅,52,东南,精装,有,237,45577,非共有
阳光新干线家园 ,2室1厅,61.02,南,简装,有,323.9,53081,非共有
旭飞华安园 ,1室1厅,33.18,东 西,精装,有,240,72333,非共有
康达尔花园二期 ,2室2厅,73.26,西北,精装,有,305,41633,共有
金地上塘道一期 ,1室1厅,45.44,南,精装,有,360,79226,非共有
碧海富通城三期 ,2室1厅,57.82,东北,精装,有,480,83017,非共有
华业玫瑰四季馨园二期 ,2室1厅,51.21,东北,精装,有,470,91779,非共有
桃苑公寓 ,1室1厅,34.24,东,简装,有,260,75935,共有
THETOWN乐城 ,3室2厅,88.15,西南,精装,有,445,50483,非共有
东方瑞景苑 ,1室1厅,47.81,东南 南,精装,有,159,33257,非共有
南溪新苑 ,1室1厅,41.37,东,简装,有,315,76143,非共有
莱蒙水榭春天二期 ,4室2厅,141.01,东北,精装,有,1000,70917,非共有
仙岭公馆 ,3室2厅,89.07,东南 南,精装,有,310,34805,非共有
水木澜山居 ,3室2厅,89.31,南 北,精装,有,740,82858,共有
卓越皇后道 ,3室2厅,88.82,南,精装,有,688,77461,非共有
怡康家园 ,3室2厅,67.99,东南,精装,有,278,40889,共有
翡翠星光园 ,2室1厅,61.61,北,简装,有,300,48694,非共有
振业天峦 ,3室1厅,89.3,东南 南,精装,有,350,39194,非共有
翠枫豪园 ,3室1厅,82,东,精装,有,350,42683,非共有
金地名峰 ,4室1厅,89.42,南,精装,有,370,41378,非共有
佳兆业城市广场一期 ,3室2厅,89.28,南,精装,有,620,69445,共有
信义假日名城博雅园 ,2室1厅,67.91,南,精装,有,360,53012,非共有
桃源居五区 ,3室2厅,86.47,南,精装,无,542,62681,非共有
登科花园 ,2室1厅,66.43,西南,精装,无,430,64730,非共有
华润城润府一期 ,3室2厅,88.44,西南,精装,有,1600,180914,共有
嘉湖新都 ,2室1厅,62.23,南,精装,有,620,99631,非共有
玉湖湾 ,3室1厅,88.3,南,精装,有,880,99661,共有
锦绣花园 ,2室1厅,43.5,东南,精装,无,250,57472,非共有
金茂礼都 ,1室1厅,42.67,北,简装,有,853,199907,非共有
佳兆业新都汇 ,3室1厅,89.42,西北,精装,有,488,54574,非共有
海语山林 ,3室2厅,79.6,南,精装,有,240,30151,非共有
百合盛世 ,3室1厅,72.82,东南,精装,有,299,41061,非共有
铂金时代罗湖 ,2室1厅,61.12,东南,精装,有,320,52357,非共有
壹锦园 ,3室2厅,76.21,东南,精装,有,550,72170,非共有
椰风海岸 ,3室2厅,87.48,南,精装,有,895,102310,非共有
花里林居 ,3室1厅,91.73,南 北,精装,有,880,95934,非共有
棕榈堡花园 ,4室2厅,138.54,东南,精装,有,780,56302,非共有
韵动家园 ,1室1厅,41.26,西,简装,有,355,86040,非共有
德沁苑 ,3室1厅,77.03,东,简装,有,278,36090,非共有
凯丰花园二期 ,1室0厅,31.82,北,精装,有,285,89567,非共有
荔馨村南山区 ,1室1厅,34.9,北,精装,无,302,86533,非共有
金地梅陇镇三期 ,2室2厅,70.9,南,简装,有,490,69112,非共有
福中福花园一期 ,2室1厅,44.03,南,精装,无,360,81763,非共有
葵花公寓 ,1室1厅,39.32,东,精装,有,535,136064,非共有
盈翠家园 ,2室2厅,66.19,北,简装,无,270,40792,非共有
京基御景华城 ,2室1厅,62.33,东北,精装,有,525,84230,非共有
新阁小区 ,2室1厅,50.2,南,简装,有,308,61355,非共有
英郡年华 ,2室2厅,68.61,西南,精装,有,355,51742,非共有
兴达华府 ,2室1厅,40.06,东北,简装,有,319,79631,非共有
森泉雅轩 ,2室1厅,75.18,西南,精装,有,265,35249,非共有
阳光花园 ,2室1厅,46.35,北,简装,有,223,48113,非共有
水畔紫云阁 ,1室0厅,40.71,东南,简装,有,245,60182,非共有
财富港大厦 ,2室1厅,58.06,东南,精装,有,435,74923,非共有
翡翠星光园 ,2室1厅,55.4,南,简装,有,279,50362,非共有
旭飞华达园 ,1室1厅,33.27,西 西南,精装,有,178,53502,非共有
庐山花园 ,2室1厅,57.93,北,精装,有,226,39013,非共有
碧海富通城二期 ,2室1厅,75.67,东南,精装,有,615,81274,非共有
金色都汇 ,2室1厅,67.31,西南,精装,有,375,55713,非共有
雕塑家园 ,2室1厅,72.13,南,精装,有,365,50604,非共有
皇御苑二期 ,2室2厅,69.73,东南,精装,有,598,85760,非共有
德沁苑 ,2室1厅,67.73,北,简装,有,265,39126,非共有
山水居 ,2室1厅,65.42,北,简装,有,535,81780,非共有
旭飞华达园 ,1室0厅,22.59,北,精装,有,121,53564,非共有
青年城邦园 ,2室1厅,57.7,东南,精装,有,362,62739,非共有
森雅谷润筑园 ,2室1厅,46.4,西北,精装,有,190,40949,非共有
金地名峰 ,4室1厅,89.32,北,精装,有,345,38626,非共有
佳兆业大都汇 ,2室1厅,62.64,南,精装,有,255,40709,非共有
风尚时代 ,1室1厅,35.32,东南,精装,无,153,43319,非共有
置地逸轩 ,1室1厅,39,西,精装,有,230,58975,非共有
京基滨河时代 ,3室2厅,115.88,西北,精装,有,1150,99241,非共有
朗钜御风庭 ,2室1厅,64.58,东,精装,有,405,62713,非共有
龙珠花园B区 ,3室1厅,76.37,东,精装,有,302,39545,非共有
隆盛花园 ,3室2厅,113.9,南,简装,有,336,29500,非共有
港丽豪园 ,4室2厅,134.29,南,精装,有,1098,81764,非共有
百合星城二期 ,3室1厅,106.7,南,精装,有,510,47798,非共有
城投七里香榭 ,3室2厅,105.15,南 北,简装,有,750,71327,非共有
幸福城一期 ,4室1厅,151.66,东 南,精装,有,945,62311,非共有
和通花园 ,3室2厅,84.81,南,精装,无,321,37850,共有
宏兴苑 ,3室2厅,111.31,南 北,简装,无,388,34858,非共有
鸿威de森林就瞰山 ,4室2厅,89.22,东南,精装,有,289,32392,非共有
星河盛世 ,4室1厅,172.68,南,精装,有,1350,78180,非共有
香诗美林 ,2室1厅,79.98,南,精装,有,770,96275,非共有
华润深圳湾悦府二期 ,1室1厅,108.12,南,精装,有,1880,173881,非共有
慢城三期 ,4室2厅,87.41,南,精装,有,459,52512,非共有
丰润花园 ,3室2厅,90.35,西,精装,无,390,43166,非共有
京基东方都会 ,2室1厅,62.81,南,精装,有,366,58271,非共有
宝华花园 ,3室2厅,122.21,南 西南,精装,无,560,45823,共有
信义御城豪园 ,4室2厅,109.44,南 北,精装,有,494,45139,共有
金地名峰 ,4室1厅,89.66,南 北,精装,有,330,36806,非共有
宏兴苑 ,4室2厅,125.59,南 北,精装,无,420,33443,非共有
鸿威de森林就瞰山 ,3室2厅,88.1,东 西,精装,有,319,36209,非共有
金汐府 ,4室1厅,118.11,东南,精装,有,355,30057,非共有
汉京九榕台 ,4室2厅,174,南,精装,有,2538,145863,非共有
桃源村一期 ,3室1厅,70.49,东南,简装,无,515,73061,共有
天地峰景 ,4室2厅,139.73,南,简装,有,1130,80871,非共有
桃源居十二区 ,2室2厅,75,北,精装,无,412,54934,非共有
深物业前海港湾花园 ,3室2厅,85.92,东南,毛坯,有,1000,116388,非共有
花样年花郡 ,1室1厅,36.21,西南,精装,有,440,121514,非共有
嘉葆润金座 ,4室2厅,81.73,南 北,精装,有,780,95437,非共有
莱蒙水榭春天5期 ,3室2厅,88.19,西南,精装,有,1120,126999,非共有
润恒大厦 ,2室1厅,58.14,南,简装,有,420,72240,非共有
凯悦华庭 ,2室2厅,55.71,西北,简装,有,285,51158,非共有
西城品阁 ,1室0厅,37.5,西南,精装,有,290,77334,非共有
合正瑞园 ,2室1厅,74.99,南,精装,有,675,90013,非共有
城市东座 ,1室1厅,27.81,北,精装,有,167.5,60231,非共有
苹果园 ,1室1厅,42.27,东北,简装,有,260,61510,非共有
金庸阁二期 ,2室1厅,77.21,东南,精装,无,375,48569,非共有
城市花园 ,2室2厅,77.52,南,精装,无,320,41280,非共有
诺德假日花园 ,3室1厅,79,东 东南,其他,有,1150,145570,非共有
福德花园 ,3室1厅,95.35,西北,简装,有,475,49817,非共有
豪方菁园 ,3室1厅,44.15,东,精装,有,235,53228,非共有
美丽365花园 ,3室1厅,99.95,东南 南,精装,有,460,46024,共有
碧海君庭 ,3室1厅,89.24,西南,毛坯,有,830,93008,非共有
缤纷时代家园 ,1室1厅,33.6,西北,精装,有,400,119048,非共有
雍翠华府 ,2室1厅,43.28,西北,其他,有,305,70472,非共有
叠翠新峰花园 ,3室2厅,100.01,南,简装,有,318,31797,非共有
鸿隆广场 ,3室2厅,48.37,西北,精装,有,500,103370,非共有
振业天峦 ,3室1厅,89.27,东南,精装,有,355,39767,非共有
雅豪祥苑 ,4室1厅,69.99,东南,精装,无,266,38006,非共有
通新岭 ,3室1厅,82.5,南,精装,无,1098,133091,非共有
中信领航 ,4室2厅,89.61,东南,其他,有,740,82581,非共有
鹏达摩尔城 ,3室2厅,89.68,南 北,精装,有,340,37913,非共有
松坪村东区三期 ,2室2厅,60.36,东南,精装,有,600,99404,共有
晶品居 ,1室1厅,46.3,东南 西北,精装,有,600,129590,非共有
福田花园 ,3室2厅,89.64,东南,精装,无,598,66712,共有
公园大地五期 ,3室2厅,111.41,东南,精装,有,658,59062,非共有
南岭花园 ,4室2厅,99.41,北,简装,无,330,33196,非共有
锦绣江南四期 ,3室2厅,87.65,东南,精装,有,525,59898,非共有
泰华俊庭 ,2室1厅,61.75,西北,其他,有,510,82592,非共有
越海家园 ,3室2厅,111.67,南,精装,有,950,85073,非共有
白金假日公寓 ,2室1厅,40.19,西北,其他,有,410,102016,非共有
信义金御半山一期 ,3室1厅,70.12,东南 南,精装,有,588,83857,非共有
山语华庭 ,2室2厅,82.89,东南,其他,有,660,79624,非共有
万科千林山居一期（万科清林径） ,2室2厅,78.87,北,毛坯,有,265,33600,非共有
翡翠星光园 ,2室1厅,54.95,北,简装,有,287,52230,非共有
碧海富通城三期 ,1室1厅,40.31,东南,精装,有,348,86331,非共有
中信领航 ,5室1厅,134.09,南,精装,有,1100,82035,非共有
旭飞华天苑 ,1室0厅,15.38,东南,简装,有,78,50716,非共有
和平广场 ,2室1厅,62.87,东北,精装,有,370,58852,非共有
仙湖枫景家园 ,1室1厅,36.42,北,精装,有,225,61780,非共有
京基一百大厦 ,1室0厅,31.84,北,精装,有,239,75063,非共有
新天地名居 ,1室1厅,39.27,西南,简装,有,239.5,60989,非共有
城市主场 ,2室1厅,47.95,东南,精装,有,450,93848,非共有
和谐家园 ,2室2厅,67.01,东南,精装,有,375,55962,非共有
桂芳园一期 ,2室2厅,60.57,南 北,简装,无,292,48209,非共有
TT国际公寓 ,1室1厅,40.02,西北,简装,有,390,97452,非共有
骏庭名园 ,1室1厅,51.21,东,精装,有,265,51748,非共有
新天地名居 ,2室1厅,54.16,西北,精装,有,390,72009,非共有
东和大厦 ,2室1厅,70.3,东北,简装,有,280,39830,非共有
世界金融中心 ,2室1厅,43.6,北,简装,有,243,55734,共有
碧海君庭 ,1室1厅,43.41,西南,精装,有,430,99056,非共有
嘉洲华苑 ,2室1厅,82.28,东南,简装,有,580,70492,非共有
晨晖家园 ,2室2厅,59.36,南,简装,有,500,84232,非共有
新阁小区 ,1室0厅,36.98,南,简装,无,172,46512,非共有
东方明珠城 ,2室1厅,70.37,东北,精装,有,283,40217,非共有
六和城 ,1室1厅,59.76,东,精装,有,125,20918,非共有
置地逸轩 ,2室1厅,58.22,南,精装,有,365,62694,非共有
德兴花园 ,3室3厅,74.98,南,精装,无,320,42679,非共有
旭飞华天苑 ,1室1厅,28.33,南,简装,有,130,45888,非共有
信义假日名城博雅园 ,3室2厅,97.87,南,简装,有,520,53132,非共有
宇宏健康花城 ,3室2厅,88.86,东南,精装,有,600,67522,非共有
金叶茗苑 ,3室2厅,102.21,东南,精装,有,650,63595,非共有
前海东岸 ,3室2厅,88.57,南,精装,有,1010,114035,非共有
中信湾上六座 ,2室1厅,66.82,东北,简装,有,640,95780,非共有
海珑华苑 ,2室1厅,71.46,南,简装,有,430,60174,非共有
兴达华府 ,3室1厅,52.53,东南,精装,有,395,75196,非共有
泰华俊庭 ,3室1厅,83.13,东南 西北,精装,有,665,79996,非共有
康达尔花园五期蝴蝶堡 ,3室2厅,80.6,南,简装,有,410,50869,非共有
汇龙湾 ,4室2厅,116.5,南 北,精装,有,1480,127039,非共有
嘉洲豪园 ,3室2厅,103.79,南,精装,有,736,70913,非共有
金泓凯旋城二期 ,4室2厅,172.83,西南,简装,有,1880,108778,非共有
华裕花园 ,3室2厅,91.59,东南,精装,有,500,54592,非共有
碧涛居 ,3室2厅,78.59,东南,简装,无,855,108793,非共有
天俊大厦 ,2室1厅,70.11,东南,简装,有,280,39938,非共有
银座金钻 ,1室1厅,37.53,东北,简装,有,185,49294,非共有
嘉亿爵悦 ,4室2厅,89,南,精装,有,440,49439,非共有
翠拥华庭 ,2室1厅,72,东南,简装,有,515,71528,非共有
港铁天颂 ,4室2厅,187.44,南 北,毛坯,有,1280,68289,非共有
金地龙城中央二期 ,3室2厅,89.21,东南 西北,毛坯,有,380,42597,非共有
桂芳园五期 ,2室2厅,74.01,东北,精装,有,330,44589,共有
万科四季花城七期 ,4室2厅,129,西南,精装,无,650,50388,非共有
京基东方华都 ,1室1厅,39.09,东南,简装,有,345,88258,共有
翠海花园二期 ,5室2厅,190.41,南,精装,有,2350,123418,共有
桃源村一期 ,2室1厅,64.26,南,精装,无,510,79366,非共有
信义金御半山三期 ,3室2厅,73.92,东南,精装,有,665,89963,非共有
鸿荣源尚峰 ,4室1厅,88.61,南,精装,有,658,74258,非共有
碧海富通城六期 ,4室2厅,88.81,西南 东北,简装,有,835,94021,非共有
碧华庭居 ,3室2厅,100.48,西,精装,有,790,78623,非共有
海悦华城 ,3室1厅,89,西北,精装,有,598,67192,非共有
潜龙曼海宁花园南区 ,3室2厅,88.1,南,精装,有,750,85131,非共有
百仕达花园一期 ,3室2厅,141.74,南,精装,有,920,64908,非共有
星河时代 ,3室2厅,85.73,西南,精装,有,655,76403,非共有
鸿荣源尚峰 ,4室2厅,88.31,南 北,精装,有,620,70208,非共有
松河瑞园二期 ,4室2厅,89.91,东南,精装,有,590,65622,共有
阳光花地苑 ,1室1厅,38.85,东北,简装,有,450,115831,非共有
松坪村东区三期 ,2室2厅,58.83,西北 北,精装,有,560,95190,非共有
骏景华庭 ,3室2厅,76.24,南,精装,有,485,63615,非共有
中海康城国际一期 ,3室1厅,72.16,北,精装,有,370,51275,非共有
叠翠新峰花园 ,3室2厅,88.27,北,精装,有,285,32288,非共有
来座山 ,4室1厅,140,南,精装,有,1040,74286,非共有
领航城领秀花园 ,3室2厅,80.26,南,其他,有,610,76003,非共有
兴达华府 ,4室2厅,128.04,东南,精装,有,580,45299,非共有
怀德公元 ,3室2厅,89.75,西北,精装,有,598,66630,共有
鸿荣源·壹城中心第九区 ,3室2厅,82.71,东南,精装,有,635,76775,非共有
汇锦名园 ,2室1厅,64,北,精装,有,450,70313,非共有
中南花园 ,4室2厅,116.95,东南,简装,有,980,83797,非共有
松坪村东区三期 ,2室1厅,59.36,北,精装,有,550,92655,共有
花好园 ,1室1厅,38.83,北,简装,有,388,99923,非共有
前海花园 ,2室2厅,67.16,南,精装,无,648,96487,非共有
阳光华艺大厦 ,1室1厅,38,北,精装,有,500,131579,非共有
白金时代 ,2室1厅,43.36,西北,简装,有,410,94558,非共有
怡龙枫景园 ,3室1厅,88.97,东南,精装,有,355,39902,非共有
水木澜山居 ,3室1厅,89.31,北,精装,有,745,83418,非共有
益田村 ,3室1厅,88.03,南,精装,有,756,85880,共有
桂芳园七期 ,3室1厅,99.94,东南,精装,有,530,53032,共有
宝安山庄 ,4室2厅,104.13,东南,精装,无,385,36974,非共有
英达钰龙园 ,1室1厅,41.56,东南,精装,有,422,101540,非共有
富通V都会 ,3室2厅,93.62,南 北,简装,有,638,68148,非共有
南威中心 ,4室2厅,79.25,南,简装,无,258,32556,共有
阳光花园 ,3室1厅,91.2,东南,简装,有,390,42764,共有
文汇花园 ,3室1厅,78.1,南 北,简装,无,490,62741,共有
槟城西岸 ,3室2厅,74.59,西南 西北,精装,有,780,104572,非共有
深蓝季节 ,1室1厅,35.6,西,精装,有,420,117978,非共有
深业东岭 ,2室2厅,55,东南,精装,有,420,76364,非共有
骏景华庭 ,3室1厅,73.93,南,精装,有,480,64927,非共有
宇宏健康花城 ,3室2厅,89.27,西,精装,有,570,63852,非共有
新安湖花园 ,3室1厅,83.8,东南,精装,无,580,69213,共有
兴达华府 ,3室1厅,62.12,西南,精装,有,455,73246,非共有
THETOWN乐城 ,3室2厅,87.27,东南,精装,有,455,52138,共有
深业东城国际 ,3室2厅,87.83,东北,精装,有,357,40647,非共有
黄金大厦 ,3室1厅,77.59,西南,精装,有,585,75397,非共有
卓能雅苑 ,4室2厅,108.28,南,精装,有,650,60030,共有
瑞泽佳园 ,3室1厅,89.7,南,精装,有,415,46266,非共有
君悦龙庭 ,4室2厅,117.46,南,精装,有,713,60702,非共有
星航华府 ,2室2厅,78.52,西北,精装,有,550,70046,共有
栖游家园 ,2室1厅,74.35,西南,精装,有,820,110290,共有
慢城三期 ,2室2厅,74.15,东南,简装,有,360,48551,非共有
南光捷佳大厦 ,1室0厅,42.14,西北,简装,有,225,53394,非共有
叠翠新峰花园 ,2室1厅,71.75,北,精装,有,265,36934,非共有
龙威花园二期 ,2室2厅,59.17,东南,精装,有,275,46477,共有
金茂礼都 ,1室1厅,43.04,南,简装,有,835,194006,非共有
阳光新干线家园 ,1室1厅,38.99,北,精装,有,210,53860,非共有
香缇雅苑 ,2室1厅,62.96,南 北,精装,有,395,62739,非共有
深业东城国际 ,3室2厅,75.41,东 西,精装,有,325,43098,非共有
东部山海家园 ,1室1厅,46.14,南,精装,有,252,54617,非共有
豪方菁园 ,2室2厅,47.21,东南,精装,有,238,50414,非共有
合旺阁 ,1室0厅,31.06,北,精装,无,219,70509,非共有
布吉中心广场 ,2室1厅,52.49,东南,简装,有,155,29530,非共有
白金假日公寓 ,2室1厅,43.45,东北,简装,有,420,96663,非共有
THETOWN乐城 ,2室1厅,51.56,西北,精装,有,275,53336,非共有
九州家园 ,2室2厅,78.02,东,精装,无,249,31915,非共有
福华新村 ,2室1厅,67.79,南 北,精装,无,580,85559,共有
泽润华庭 ,2室1厅,48.53,北,精装,有,208,42861,非共有
苹果园 ,1室0厅,26.37,北,简装,有,180,68260,非共有
深业新岸线一期 ,2室1厅,78.11,南,精装,有,875,112022,非共有
鸿隆广场 ,2室1厅,47.77,西北,精装,有,390,81642,非共有
旭飞华达园 ,2室1厅,57.51,西南,简装,有,320,55643,非共有
玉雅居 ,3室1厅,76.43,东南,精装,有,416,54429,非共有
桐林公寓 ,1室0厅,23.06,南,精装,有,192,83262,非共有
康达尔花园三期 ,2室1厅,67.74,东,简装,有,295,43549,非共有
大世纪水山缘 ,2室1厅,62.97,西北,精装,有,287,45578,共有
领航城领尚花园 ,1室1厅,51.68,东北,精装,有,400,77400,非共有
绿景花园二期 ,1室1厅,43.73,东南,简装,有,440,100618,非共有
佳兆业可园四期 ,2室2厅,70.57,北,其他,有,399,56540,非共有
奥林华府 ,4室2厅,149.41,南,精装,有,910,60907,非共有
缤纷世纪 ,2室1厅,42.57,东南,简装,有,105,24666,非共有
特丰综合楼 ,3室2厅,113.7,东南,简装,无,240,21109,非共有
博林贡院 ,3室2厅,135.12,南,精装,有,1268,93843,非共有
十五峯花园 ,4室2厅,192.33,北 南,精装,有,1630,84751,非共有
仓前锦福苑 ,2室1厅,47.3,北,精装,有,400,84567,共有
银信中心二期 ,3室2厅,72.46,东南,简装,有,390,53823,非共有
御龙居 ,4室1厅,133.78,南 北,精装,有,820,61295,共有
广兴源圣拿威 ,2室1厅,54.16,西北,其他,有,595,109860,共有
全盛紫悦龙庭 ,4室1厅,88.38,南,毛坯,有,435,49220,非共有
天峦湖 ,4室1厅,108,东北,精装,有,392,36297,非共有
深业御园 ,3室2厅,75.64,东南,精装,有,235,31069,非共有
慢城三期 ,4室1厅,88.68,东南,简装,有,459,51760,共有
朗晴馨洲 ,3室1厅,80.4,东南,简装,有,580,72140,非共有
翰岭院 ,3室2厅,91.27,南,精装,有,820,89844,非共有
汇龙天下 ,3室1厅,89.92,南,简装,有,290,32251,非共有
莱蒙水榭春天5期 ,3室2厅,87.71,东南,精装,有,1120,127694,非共有
中海怡美山庄 ,4室2厅,83,东南,精装,无,385,46386,非共有
兴达华府 ,2室1厅,51.41,东南,其他,有,420,81697,非共有
阳基御龙山 ,3室2厅,81.71,东 南,精装,有,460,56297,非共有
星河世纪 ,1室0厅,44.23,东,精装,有,425,96089,非共有
时代景苑 ,2室2厅,72.01,西南,精装,有,395,54854,非共有
水晶之城 ,2室2厅,68.41,西南,精装,无,268,39176,非共有
绿茵庭苑 ,2室2厅,59.66,南,精装,无,304,50956,非共有
雍翠华府 ,2室1厅,43.29,北,精装,有,318,73459,非共有
碧水龙庭 ,2室1厅,72.39,东南,简装,有,498,68795,非共有
TT国际公寓 ,1室1厅,40.51,东 东北,精装,有,415,102444,非共有
京基御景华城 ,1室0厅,27.53,西,简装,有,220,79913,非共有
万科千林山居一期（万科清林径） ,2室1厅,78.95,北,精装,有,280,35466,非共有
德邻雅筑 ,2室2厅,79.36,东南,精装,有,680,85686,非共有
葵花公寓 ,1室0厅,23.68,北,精装,有,395,166808,非共有
招商果岭花园 ,2室1厅,61.2,东北,精装,有,550,89870,非共有
中海大山地北区 ,2室2厅,72.23,北,精装,有,305,42227,非共有
翠馨居花园 ,1室0厅,32.7,南,精装,有,325,99389,非共有
南方国际广场 ,1室0厅,33.12,南,精装,有,335,101148,非共有
金石雅苑 ,2室2厅,61.57,西北,精装,有,420,68216,非共有
桃源居十二区 ,2室2厅,83.6,南,精装,无,473,56579,非共有
万象新园 ,2室1厅,62.9,东北,精装,有,600,95390,非共有
粤海花园 ,3室2厅,128.25,南,精装,有,470,36648,非共有
雍翠华府 ,2室1厅,51.47,南,精装,有,338,65670,非共有
宝民花园 ,3室2厅,101.3,东南,简装,无,530,52320,非共有
华侨城四海云亭 ,2室2厅,76.16,西南 西,毛坯,有,450,59087,非共有
鸿荣源·壹成中心第七区 ,4室2厅,88.77,西南,精装,有,715,80546,非共有
水木澜山居 ,3室1厅,100.7,南,精装,有,850,84410,非共有
天地大厦 ,3室1厅,104.79,东,精装,有,515,49146,非共有
后海名苑居南区 ,2室2厅,71.08,西,精装,有,575,80895,非共有
雅仕荔景苑 ,2室1厅,58.42,西北,简装,有,645,110408,非共有
梅林一村九区 ,3室1厅,98.21,西北,简装,有,739,75247,非共有
英郡年华 ,3室1厅,89.33,南 北,简装,有,390,43659,非共有
世纪广场 ,2室2厅,75.77,东南,简装,有,518,68365,非共有
中海怡瑞山居 ,3室1厅,98.77,南,简装,有,345,34930,非共有
全盛紫悦龙庭 ,3室2厅,88.38,东南,简装,有,400,45260,非共有
光明1号 ,3室2厅,81.27,东北,精装,有,460,56602,非共有
高嘉花园 ,3室2厅,66.9,南,毛坯,无,330,49328,非共有
国都高尔夫一期 ,3室1厅,94.93,北,简装,有,670,70579,共有
倚山花园三期 ,3室2厅,88.46,东 西,精装,有,480,54262,非共有
富通好旺角二期 ,3室2厅,91.81,南,简装,有,845,92038,共有
华盛西荟城4期 ,3室2厅,87.3,东南,精装,有,570,65293,非共有
桂芳园六期 ,2室1厅,76.09,东南,精装,有,357,46919,非共有
宝田雅苑 ,1室1厅,31.2,东北,精装,有,245,78526,共有
海康大厦 ,1室0厅,28.57,西,精装,有,228,79804,非共有
翡翠星光园 ,1室1厅,38.12,西,简装,有,173,45384,非共有
世纪春城四期 ,2室1厅,75.6,东南,精装,有,530,70106,非共有
森雅谷润筑园 ,1室1厅,46.4,西南,精装,有,200,43104,非共有
俊峰丽舍 ,3室2厅,105.25,东 南,简装,有,858,81521,非共有
鼎太风华二期 ,4室2厅,129.53,南,精装,有,1385,106926,非共有
中城康桥花园二期 ,3室1厅,86.84,南,简装,有,354,40765,非共有
美庐锦园 ,3室2厅,111.29,南 北,简装,有,1020,91653,非共有
珠江旭景佳园 ,3室1厅,105.28,南 北,精装,有,580,55092,非共有
万象新天 ,4室1厅,77.49,东南,简装,有,658,84915,非共有
中兆花园 ,3室2厅,68.18,北,精装,无,253,37108,非共有
慢城三期 ,3室1厅,120,东南,精装,有,540,45000,共有
湖彬苑 ,2室1厅,66.82,东南,简装,有,638,95481,非共有
水晶之城 ,2室1厅,34.4,东南,精装,有,165,47966,非共有
中熙香莎公馆 ,3室2厅,88.38,南 北,毛坯,有,530,59969,非共有
南塘物业小区 ,3室2厅,84.35,南,精装,有,378,44814,非共有
锦城星苑 ,3室2厅,83.25,东,精装,有,238,28589,共有
英郡假日广场 ,3室1厅,88.89,东南,毛坯,有,408,45900,非共有
东方明珠城 ,3室2厅,108.6,南,精装,有,345,31768,非共有
光明1号 ,4室2厅,125.97,西北,毛坯,有,638,50647,非共有
深房传麒尚林 ,3室2厅,89.3,北,精装,有,348,38970,非共有
鹏达花园 ,3室2厅,118.42,南,简装,无,285,24067,非共有
茵悦之生花园三期 ,2室2厅,68.41,东南,精装,有,400,58471,非共有
前海东岸 ,2室2厅,76.29,东南,精装,有,905,118627,非共有
诺德假日花园 ,2室2厅,66.39,东北,简装,有,899,135412,非共有
远洋新干线一期 ,3室1厅,80.33,南,精装,有,360,44816,非共有
官龙名苑 ,1室1厅,59.56,西,精装,有,500,83949,非共有
晶品居 ,2室1厅,74.15,东,简装,有,890,120027,非共有
白金时代 ,3室1厅,43.36,南,精装,有,490,113008,非共有
天汇城 ,3室2厅,79.46,东南,毛坯,有,498,62674,非共有
金景豪苑 ,4室2厅,128.62,西南,精装,有,748,58156,非共有
万科金域华府 ,5室2厅,143.05,南 北,精装,有,1220,85285,非共有
鸿荣源·壹成中心第七区 ,4室2厅,88.84,东南 南,毛坯,有,690,77668,非共有
珑门二期 ,3室2厅,76.62,东南,精装,有,385,50248,非共有
仁恒峦山美地 ,3室2厅,76.65,南,精装,有,399.7,52147,共有
万科麓城三期 ,3室1厅,88.9,西南,精装,有,550,61868,非共有
颐安都会中央二期 ,3室1厅,87.84,南,精装,有,550,62614,非共有
信义假日名城四期锦绣园 ,3室1厅,90.35,南,简装,有,450,49807,非共有
汉京九榕台 ,3室2厅,175,东北 北,精装,有,2290,130858,非共有
中兆花园 ,3室1厅,68.18,北,简装,无,255,37401,非共有
中城康桥花园二期 ,3室1厅,83.74,东南,简装,有,385,45976,非共有
深圳海航城 ,3室2厅,89.66,东南,简装,有,320,35691,非共有
富怡花园 ,3室2厅,95.3,西南,简装,无,525,55090,非共有
卓能雅苑 ,3室2厅,107.68,东南,毛坯,有,610,56650,非共有
侨城馨苑 ,2室1厅,77.1,西南,简装,有,650,84307,非共有
景鹏大厦 ,3室2厅,92,东南,简装,有,588,63914,非共有
中海怡翠山庄三期 ,3室2厅,94.27,南 北,简装,无,393,41689,非共有
振业天峦 ,3室2厅,87.08,东南,精装,有,335,38471,非共有
东方半岛花园A区 ,3室2厅,97.53,西北,简装,有,355,36400,非共有
百合山庄 ,3室1厅,93.26,东南,简装,无,398,42677,共有
新亚洲花园 ,3室2厅,97.08,南,精装,有,368,37907,非共有
韵动家园 ,1室1厅,56.15,东南,简装,有,345,61443,非共有
慢城一期 ,3室2厅,102.96,南,精装,无,435,42250,共有
万科千林山居二期（万科清林径） ,4室2厅,86.61,南 北,精装,有,360,41566,非共有
国展苑 ,3室1厅,86,东南,简装,有,328,38140,共有
世纪春城三期 ,2室1厅,78.61,西北,简装,有,470,59789,非共有
百仕达花园一期 ,3室1厅,102.66,南,简装,有,755,73544,非共有
